Portfolio_ID,Client_ID,Security_Ticker,Security_Name,Asset_Class,Sector,Country,Currency,Quantity,Purchase_Price,Current_Price,Market_Value_USD_M,Cost_Basis_USD_M,Unrealized_PnL_USD_M,Realized_PnL_USD_M,Weight_Pct,Benchmark,Duration_Years,Credit_Rating,Liquidity_Score
P-115,CLT-1005,ICICIBANK_IN,ICICI Bank Ltd.,Equity,Financials,India,INR,376170.0,296.88,343.81,129.331,111.677,17.654,1.902,3.38,Bloomberg Global Aggregate,0.0,N/A,1
P-115,CLT-1005,USD_TREAS_MMF,Institutional USD Treasury Money Market Fund,Money Market,Cash Equivalents,United States,USD,1048080.0,99.39,100.0,104.808,104.169,0.639,0.193,2.74,Bloomberg Global Aggregate,0.0,N/A,1
P-116,CLT-1006,GLD_ETF,SPDR Gold Shares Institutional Trust,ETF,Commodities,United States,USD,1132877.0,175.83,224.35,254.161,199.194,54.967,21.477,32.12,MSCI World,0.0,N/A,1
P-116,CLT-1006,PLD_REIT,Prologis Global Logistics REIT,REIT,Real Estate,United States,USD,601097.0,226.95,238.0,143.061,136.419,6.642,1.304,18.08,MSCI World,0.0,N/A,2
P-116,CLT-1006,MSFT,Microsoft Corp.,Equity,Technology,United States,USD,935007.0,100.92,91.84,85.871,94.361,-8.49,-1.897,10.85,MSCI World,0.0,N/A,1
P-116,CLT-1006,ASML_NA,ASML Holding NV,Equity,Technology,Netherlands,EUR,314344.0,208.38,248.19,78.017,65.503,12.514,2.755,9.86,MSCI World,0.0,N/A,1
P-116,CLT-1006,NVDA,NVIDIA Corp.,Equity,Technology,United States,USD,188546.0,421.39,354.2,66.783,79.451,-12.668,-1.601,8.44,MSCI World,0.0,N/A,1
P-116,CLT-1006,TCS_IN,Tata Consultancy Services,Equity,Technology,India,INR,277107.0,170.59,150.96,41.832,47.272,-5.44,-1.805,5.29,MSCI World,0.0,N/A,1
P-116,CLT-1006,CORP_IG_EUR,Euro High Grade Corporate Bond Note,Corporate Bonds,Corporate Credit,Europe,EUR,389965.0,97.81,103.24,40.26,38.142,2.118,0.213,5.09,MSCI World,7.6,A,2
P-116,CLT-1006,JGB_10Y,Japan Government Bond 10-Yr 0.8%,Government Bonds,Sovereign Debt,Japan,JPY,200883.0,100.77,97.37,19.56,20.243,-0.683,-0.142,2.47,MSCI World,7.1,A,1
P-116,CLT-1006,CORP_IG_USD,US Investment Grade Corporate Bond Fund,Corporate Bonds,Corporate Credit,United States,USD,162907.0,105.19,101.88,16.597,17.136,-0.539,-0.143,2.1,MSCI World,7.9,A,2
P-116,CLT-1006,RELIANCE_IN,Reliance Industries Ltd.,Equity,Energy,India,INR,40764.0,368.63,402.34,16.401,15.027,1.374,0.149,2.07,MSCI World,0.0,N/A,1
P-116,CLT-1006,JPM,JPMorgan Chase & Co.,Equity,Financials,United States,USD,53803.0,238.25,302.01,16.249,12.819,3.43,1.073,2.05,MSCI World,0.0,N/A,1
P-116,CLT-1006,SAP_GY,SAP SE,Equity,Technology,Germany,EUR,53781.0,210.59,174.3,9.374,11.326,-1.952,-0.434,1.18,MSCI World,0.0,N/A,1
P-116,CLT-1006,USD_TREAS_MMF,Institutional USD Treasury Money Market Fund,Money Market,Cash Equivalents,United States,USD,31650.0,99.4,100.0,3.165,3.146,0.019,0.007,0.4,MSCI World,0.0,N/A,1
P-117,CLT-1006,CORP_IG_USD,US Investment Grade Corporate Bond Fund,Corporate Bonds,Corporate Credit,United States,USD,308412.0,101.36,101.17,31.202,31.261,-0.059,-0.014,35.17,Bloomberg Global Aggregate,5.7,A,2
P-117,CLT-1006,XOM,Exxon Mobil Corp.,Equity,Energy,United States,USD,64197.0,261.41,270.51,17.366,16.782,0.584,0.22,19.57,Bloomberg Global Aggregate,0.0,N/A,1
P-117,CLT-1006,HDFCBANK_IN,HDFC Bank Ltd.,Equity,Financials,India,INR,68330.0,193.0,253.3,17.308,13.188,4.12,1.48,19.51,Bloomberg Global Aggregate,0.0,N/A,1
P-117,CLT-1006,CORP_HY_USD,US High Yield Corporate Credit Note,Corporate Bonds,Corporate Credit,United States,USD,138874.0,90.99,95.59,13.275,12.636,0.639,0.143,14.96,Bloomberg Global Aggregate,7.9,BBB+,3
P-117,CLT-1006,SAP_GY,SAP SE,Equity,Technology,Germany,EUR,50564.0,190.97,156.87,7.932,9.656,-1.724,-0.548,8.94,Bloomberg Global Aggregate,0.0,N/A,1
P-117,CLT-1006,USD_TREAS_MMF,Institutional USD Treasury Money Market Fund,Money Market,Cash Equivalents,United States,USD,16370.0,98.32,100.0,1.637,1.609,0.028,0.008,1.85,Bloomberg Global Aggregate,0.0,N/A,1
P-118,CLT-1006,CORP_HY_USD,US High Yield Corporate Credit Note,Corporate Bonds,Corporate Credit,United States,USD,4168461.0,95.89,103.3,430.602,399.714,30.888,5.302,19.4,MSCI World,5.3,A,3
P-118,CLT-1006,HDFCBANK_IN,HDFC Bank Ltd.,Equity,Financials,India,INR,6152802.0,54.53,67.46,415.068,335.512,79.556,24.787,18.7,MSCI World,0.0,N/A,1
P-118,CLT-1006,JGB_10Y,Japan Government Bond 10-Yr 0.8%,Government Bonds,Sovereign Debt,Japan,JPY,3705149.0,103.16,102.55,379.963,382.223,-2.26,-0.676,17.12,MSCI World,7.4,AA+,1
P-118,CLT-1006,EUR_LIQUIDITY_FUND,EUR Institutional Liquidity Master Fund,Money Market,Cash Equivalents,Europe,EUR,3277630.0,98.92,100.0,327.763,324.223,3.54,0.393,14.76,MSCI World,0.0,N/A,1
P-118,CLT-1006,CORP_IG_EUR,Euro High Grade Corporate Bond Note,Corporate Bonds,Corporate Credit,Europe,EUR,2670923.0,96.35,98.53,263.166,257.343,5.823,2.102,11.85,MSCI World,7.6,A,2
P-118,CLT-1006,6758_JP,Sony Group Corp.,Equity,Consumer Discretionary,Japan,JPY,1578204.0,67.59,89.88,141.849,106.671,35.178,3.68,6.39,MSCI World,0.0,N/A,1
P-118,CLT-1006,7203_JP,Toyota Motor Corp.,Equity,Consumer Discretionary,Japan,JPY,874800.0,82.33,107.66,94.181,72.022,22.159,8.664,4.24,MSCI World,0.0,N/A,1
P-118,CLT-1006,US_5Y_UST,US Treasury 5-Yr Benchmark Note,Government Bonds,Sovereign Debt,United States,USD,814263.0,88.59,92.97,75.702,72.136,3.566,0.64,3.41,MSCI World,6.4,A,1
P-118,CLT-1006,BHARTIARTL_IN,Bharti Airtel Ltd.,Equity,Communication,India,INR,226709.0,238.96,309.93,70.264,54.174,16.09,5.723,3.17,MSCI World,0.0,N/A,1
P-118,CLT-1006,CORP_IG_USD,US Investment Grade Corporate Bond Fund,Corporate Bonds,Corporate Credit,United States,USD,147969.0,103.88,103.17,15.266,15.371,-0.105,-0.02,0.69,MSCI World,6.9,A,2
P-118,CLT-1006,INFY_IN,Infosys Ltd.,Equity,Technology,India,INR,15375.0,474.88,398.95,6.134,7.301,-1.167,-0.141,0.28,MSCI World,0.0,N/A,1
P-119,CLT-1007,SAP_GY,SAP SE,Equity,Technology,Germany,EUR,3255749.0,61.48,61.58,200.489,200.163,0.326,0.038,25.14,Bloomberg Global Aggregate,0.0,N/A,1
P-119,CLT-1007,BHARTIARTL_IN,Bharti Airtel Ltd.,Equity,Communication,India,INR,841145.0,182.24,193.39,162.669,153.29,9.379,1.625,20.4,Bloomberg Global Aggregate,0.0,N/A,1
P-119,CLT-1007,JPM,JPMorgan Chase & Co.,Equity,Financials,United States,USD,613300.0,178.75,214.82,131.749,109.627,22.122,3.407,16.52,Bloomberg Global Aggregate,0.0,N/A,1
P-119,CLT-1007,GER_10Y_BUND,Germany Bund 2.60% 2033,Government Bonds,Sovereign Debt,Germany,EUR,887028.0,91.95,94.28,83.629,81.562,2.067,0.444,10.49,Bloomberg Global Aggregate,6.7,A,1
P-119,CLT-1007,UNH,UnitedHealth Group,Equity,Healthcare,United States,USD,151288.0,461.18,415.13,62.804,69.771,-6.967,-1.661,7.87,Bloomberg Global Aggregate,0.0,N/A,1
P-119,CLT-1007,EUR_LIQUIDITY_FUND,EUR Institutional Liquidity Master Fund,Money Market,Cash Equivalents,Europe,EUR,584740.0,99.35,100.0,58.474,58.094,0.38,0.067,7.33,Bloomberg Global Aggregate,0.0,N/A,1
P-119,CLT-1007,JGB_10Y,Japan Government Bond 10-Yr 0.8%,Government Bonds,Sovereign Debt,Japan,JPY,351031.0,87.51,92.12,32.337,30.719,1.618,0.599,4.05,Bloomberg Global Aggregate,6.7,AA+,1
P-119,CLT-1007,INFY_IN,Infosys Ltd.,Equity,Technology,India,INR,290759.0,58.95,79.54,23.127,17.14,5.987,2.373,2.9,Bloomberg Global Aggregate,0.0,N/A,1
P-119,CLT-1007,6758_JP,Sony Group Corp.,Equity,Consumer Discretionary,Japan,JPY,126512.0,124.87,169.66,21.464,15.798,5.666,1.74,2.69,Bloomberg Global Aggregate,0.0,N/A,1
P-119,CLT-1007,HDFCBANK_IN,HDFC Bank Ltd.,Equity,Financials,India,INR,49280.0,235.27,232.73,11.469,11.594,-0.125,-0.05,1.44,Bloomberg Global Aggregate,0.0,N/A,1
P-119,CLT-1007,USD_TREAS_MMF,Institutional USD Treasury Money Market Fund,Money Market,Cash Equivalents,United States,USD,93370.0,98.29,100.0,9.337,9.177,0.16,0.021,1.17,Bloomberg Global Aggregate,0.0,N/A,1
P-120,CLT-1007,GLD_ETF,SPDR Gold Shares Institutional Trust,ETF,Commodities,United States,USD,3061403.0,229.53,276.37,846.08,702.684,143.396,46.374,18.79,Bloomberg Global Aggregate,0.0,N/A,1
P-120,CLT-1007,6758_JP,Sony Group Corp.,Equity,Consumer Discretionary,Japan,JPY,11986067.0,60.04,69.62,834.47,719.643,114.827,28.594,18.53,Bloomberg Global Aggregate,0.0,N/A,1
P-120,CLT-1007,INFRA_GLOBAL_TRUST,Global Infrastructure Core Income Note,Alternatives,Infrastructure,Global,USD,2026172.0,419.95,411.66,834.094,850.891,-16.797,-5.705,18.53,Bloomberg Global Aggregate,0.0,N/A,3
P-120,CLT-1007,SAP_GY,SAP SE,Equity,Technology,Germany,EUR,2731950.0,287.85,292.83,799.997,786.392,13.605,3.959,17.77,Bloomberg Global Aggregate,0.0,N/A,1
P-120,CLT-1007,OPERATING_CASH,Operational Custody Cash Balance,Cash,Cash Equivalents,Global,USD,4747840.0,98.7,100.0,474.784,468.612,6.172,1.872,10.55,Bloomberg Global Aggregate,0.0,N/A,1
P-120,CLT-1007,MSFT,Microsoft Corp.,Equity,Technology,United States,USD,1086858.0,284.55,338.37,367.76,309.265,58.495,20.561,8.17,Bloomberg Global Aggregate,0.0,N/A,1
P-120,CLT-1007,IND_10Y_GSEC,India Sovereign G-Sec 7.18% 2033,Government Bonds,Sovereign Debt,India,INR,1572896.0,93.93,100.17,157.557,147.742,9.815,2.885,3.5,Bloomberg Global Aggregate,5.0,A,1
P-120,CLT-1007,ASML_NA,ASML Holding NV,Equity,Technology,Netherlands,EUR,2397222.0,61.85,63.35,151.864,148.268,3.596,0.501,3.37,Bloomberg Global Aggregate,0.0,N/A,1
P-120,CLT-1007,AAPL,Apple Inc.,Equity,Technology,United States,USD,86611.0,412.63,413.85,35.844,35.738,0.106,0.024,0.8,Bloomberg Global Aggregate,0.0,N/A,1
P-121,CLT-1008,RELIANCE_IN,Reliance Industries Ltd.,Equity,Energy,India,INR,1616729.0,119.2,152.79,247.02,192.714,54.306,13.281,48.79,MSCI World,0.0,N/A,1
P-121,CLT-1008,EUR_LIQUIDITY_FUND,EUR Institutional Liquidity Master Fund,Money Market,Cash Equivalents,Europe,EUR,1175780.0,98.38,100.0,117.578,115.673,1.905,0.617,23.22,MSCI World,0.0,N/A,1
P-121,CLT-1008,US_10Y_UST,US Treasury 10-Yr Benchmark Note,Government Bonds,Sovereign Debt,United States,USD,1044243.0,100.82,96.4,100.665,105.281,-4.616,-1.795,19.88,MSCI World,4.2,AA+,1
P-121,CLT-1008,INR_OVERNIGHT_CASH,Institutional INR Overnight Liquid Fund,Money Market,Cash Equivalents,India,INR,190310.0,98.28,100.0,19.031,18.704,0.327,0.104,3.76,MSCI World,0.0,N/A,1
P-121,CLT-1008,USD_TREAS_MMF,Institutional USD Treasury Money Market Fund,Money Market,Cash Equivalents,United States,USD,115510.0,98.07,100.0,11.551,11.328,0.223,0.087,2.28,MSCI World,0.0,N/A,1
P-121,CLT-1008,ASML_NA,ASML Holding NV,Equity,Technology,Netherlands,EUR,25516.0,362.83,371.84,9.488,9.258,0.23,0.078,1.87,MSCI World,0.0,N/A,1
P-121,CLT-1008,INFY_IN,Infosys Ltd.,Equity,Technology,India,INR,17941.0,49.59,55.57,0.997,0.89,0.107,0.025,0.2,MSCI World,0.0,N/A,1
P-122,CLT-1008,SHEL_LN,Shell PLC,Equity,Energy,United Kingdom,GBP,370475.0,155.99,181.2,67.13,57.79,9.34,2.749,19.53,Bloomberg Global Aggregate,0.0,N/A,1
P-122,CLT-1008,PLD_REIT,Prologis Global Logistics REIT,REIT,Real Estate,United States,USD,160093.0,281.63,304.16,48.694,45.087,3.607,1.119,14.17,Bloomberg Global Aggregate,0.0,N/A,2
P-122,CLT-1008,US_5Y_UST,US Treasury 5-Yr Benchmark Note,Government Bonds,Sovereign Debt,United States,USD,439964.0,105.03,100.44,44.19,46.209,-2.019,-0.229,12.86,Bloomberg Global Aggregate,3.7,A,1
P-122,CLT-1008,US_10Y_UST,US Treasury 10-Yr Benchmark Note,Government Bonds,Sovereign Debt,United States,USD,446722.0,96.12,93.51,41.773,42.939,-1.166,-0.305,12.16,Bloomberg Global Aggregate,5.3,AA,1
P-122,CLT-1008,UNH,UnitedHealth Group,Equity,Healthcare,United States,USD,117694.0,257.4,318.19,37.449,30.294,7.155,2.746,10.9,Bloomberg Global Aggregate,0.0,N/A,1
P-122,CLT-1008,BHARTIARTL_IN,Bharti Airtel Ltd.,Equity,Communication,India,INR,170976.0,176.14,217.65,37.213,30.116,7.097,1.039,10.83,Bloomberg Global Aggregate,0.0,N/A,1
P-122,CLT-1008,CORP_IG_EUR,Euro High Grade Corporate Bond Note,Corporate Bonds,Corporate Credit,Europe,EUR,289896.0,102.1,97.39,28.233,29.598,-1.365,-0.337,8.22,Bloomberg Global Aggregate,5.4,AA,2
P-122,CLT-1008,MSFT,Microsoft Corp.,Equity,Technology,United States,USD,221382.0,61.4,63.09,13.967,13.593,0.374,0.087,4.06,Bloomberg Global Aggregate,0.0,N/A,1
P-122,CLT-1008,NOVN_SW,Novartis AG,Equity,Healthcare,Switzerland,CHF,22335.0,331.18,430.22,9.609,7.397,2.212,0.287,2.8,Bloomberg Global Aggregate,0.0,N/A,1
P-122,CLT-1008,JGB_10Y,Japan Government Bond 10-Yr 0.8%,Government Bonds,Sovereign Debt,Japan,JPY,89297.0,99.3,100.91,9.011,8.867,0.144,0.057,2.62,Bloomberg Global Aggregate,5.2,A,1
P-122,CLT-1008,ASML_NA,ASML Holding NV,Equity,Technology,Netherlands,EUR,38796.0,117.71,160.35,6.221,4.567,1.654,0.636,1.81,Bloomberg Global Aggregate,0.0,N/A,1
P-122,CLT-1008,USD_TREAS_MMF,Institutional USD Treasury Money Market Fund,Money Market,Cash Equivalents,United States,USD,1800.0,98.34,100.0,0.18,0.177,0.003,0.0,0.05,Bloomberg Global Aggregate,0.0,N/A,1
P-123,CLT-1009,INFRA_GLOBAL_TRUST,Global Infrastructure Core Income Note,Alternatives,Infrastructure,Global,USD,2994964.0,62.03,77.44,231.93,185.778,46.152,7.483,36.25,Bloomberg Global Aggregate,0.0,N/A,3
P-123,CLT-1009,MSFT,Microsoft Corp.,Equity,Technology,United States,USD,1047991.0,104.34,136.38,142.925,109.347,33.578,6.668,22.34,Bloomberg Global Aggregate,0.0,N/A,1
P-123,CLT-1009,GOOGL,Alphabet Inc.,Equity,Communication,United States,USD,932765.0,82.32,109.02,101.69,76.785,24.905,2.512,15.89,Bloomberg Global Aggregate,0.0,N/A,1
P-123,CLT-1009,7203_JP,Toyota Motor Corp.,Equity,Consumer Discretionary,Japan,JPY,162787.0,436.57,393.36,64.034,71.068,-7.034,-0.978,10.01,Bloomberg Global Aggregate,0.0,N/A,1
P-123,CLT-1009,AZN_LN,AstraZeneca PLC,Equity,Healthcare,United Kingdom,GBP,213383.0,163.73,150.26,32.063,34.937,-2.874,-0.857,5.01,Bloomberg Global Aggregate,0.0,N/A,1
P-123,CLT-1009,RELIANCE_IN,Reliance Industries Ltd.,Equity,Energy,India,INR,488029.0,72.81,60.31,29.433,35.533,-6.1,-2.056,4.6,Bloomberg Global Aggregate,0.0,N/A,1
P-123,CLT-1009,LT_IN,Larsen & Toubro Ltd.,Equity,Industrials,India,INR,136295.0,144.98,145.17,19.786,19.76,0.026,0.004,3.09,Bloomberg Global Aggregate,0.0,N/A,1
P-123,CLT-1009,USD_TREAS_MMF,Institutional USD Treasury Money Market Fund,Money Market,Cash Equivalents,United States,USD,179580.0,99.71,100.0,17.958,17.906,0.052,0.017,2.81,Bloomberg Global Aggregate,0.0,N/A,1
P-124,CLT-1009,XOM,Exxon Mobil Corp.,Equity,Energy,United States,USD,405750.0,507.14,428.17,173.73,205.772,-32.042,-10.733,34.64,Bloomberg Global Aggregate,0.0,N/A,1
P-124,CLT-1009,AMZN,Amazon.com Inc.,Equity,Consumer Discretionary,United States,USD,198931.0,356.82,396.79,78.934,70.983,7.951,1.888,15.74,Bloomberg Global Aggregate,0.0,N/A,1
P-124,CLT-1009,CORP_IG_EUR,Euro High Grade Corporate Bond Note,Corporate Bonds,Corporate Credit,Europe,EUR,610916.0,110.2,104.53,63.859,67.323,-3.464,-0.844,12.73,Bloomberg Global Aggregate,5.4,AAA,2
P-124,CLT-1009,JGB_10Y,Japan Government Bond 10-Yr 0.8%,Government Bonds,Sovereign Debt,Japan,JPY,538487.0,92.16,98.37,52.971,49.627,3.344,0.408,10.56,Bloomberg Global Aggregate,3.9,BBB+,1
P-124,CLT-1009,US_10Y_UST,US Treasury 10-Yr Benchmark Note,Government Bonds,Sovereign Debt,United States,USD,457905.0,98.08,93.93,43.011,44.911,-1.9,-0.546,8.58,Bloomberg Global Aggregate,6.3,AA,1
P-124,CLT-1009,USD_TREAS_MMF,Institutional USD Treasury Money Market Fund,Money Market,Cash Equivalents,United States,USD,417710.0,99.12,100.0,41.771,41.403,0.368,0.103,8.33,Bloomberg Global Aggregate,0.0,N/A,1
P-124,CLT-1009,UNH,UnitedHealth Group,Equity,Healthcare,United States,USD,120838.0,152.26,167.96,20.296,18.399,1.897,0.435,4.05,Bloomberg Global Aggregate,0.0,N/A,1
P-124,CLT-1009,OPERATING_CASH,Operational Custody Cash Balance,Cash,Cash Equivalents,Global,USD,133770.0,98.4,100.0,13.377,13.163,0.214,0.029,2.67,Bloomberg Global Aggregate,0.0,N/A,1
P-124,CLT-1009,SHEL_LN,Shell PLC,Equity,Energy,United Kingdom,GBP,38491.0,237.81,311.89,12.005,9.154,2.851,0.757,2.39,Bloomberg Global Aggregate,0.0,N/A,1
P-124,CLT-1009,INFRA_GLOBAL_TRUST,Global Infrastructure Core Income Note,Alternatives,Infrastructure,Global,USD,3826.0,373.48,396.2,1.516,1.429,0.087,0.032,0.3,Bloomberg Global Aggregate,0.0,N/A,3
P-125,CLT-1009,7203_JP,Toyota Motor Corp.,Equity,Consumer Discretionary,Japan,JPY,73631.0,112.23,151.96,11.189,8.264,2.925,0.895,19.06,S&P 500,0.0,N/A,1
P-125,CLT-1009,CORP_IG_USD,US Investment Grade Corporate Bond Fund,Corporate Bonds,Corporate Credit,United States,USD,111052.0,103.04,98.17,10.902,11.443,-0.541,-0.068,18.57,S&P 500,5.5,AA,2
P-125,CLT-1009,IND_10Y_GSEC,India Sovereign G-Sec 7.18% 2033,Government Bonds,Sovereign Debt,India,INR,98732.0,100.75,102.55,10.125,9.947,0.178,0.049,17.25,S&P 500,6.1,AA,1
P-125,CLT-1009,UK_10Y_GILT,UK Gilt 3.75% 2033,Government Bonds,Sovereign Debt,United Kingdom,GBP,86099.0,100.96,100.71,8.671,8.693,-0.022,-0.008,14.77,S&P 500,7.9,A,1
P-125,CLT-1009,UNH,UnitedHealth Group,Equity,Healthcare,United States,USD,20403.0,324.6,397.24,8.105,6.623,1.482,0.579,13.8,S&P 500,0.0,N/A,1
P-125,CLT-1009,DBS_SP,DBS Group Holdings,Equity,Financials,Singapore,SGD,21740.0,285.33,290.16,6.308,6.203,0.105,0.029,10.74,S&P 500,0.0,N/A,1
P-125,CLT-1009,GER_10Y_BUND,Germany Bund 2.60% 2033,Government Bonds,Sovereign Debt,Germany,EUR,19405.0,91.84,94.77,1.839,1.782,0.057,0.01,3.13,S&P 500,4.0,BBB+,1
P-125,CLT-1009,INR_OVERNIGHT_CASH,Institutional INR Overnight Liquid Fund,Money Market,Cash Equivalents,India,INR,15210.0,99.15,100.0,1.521,1.508,0.013,0.004,2.59,S&P 500,0.0,N/A,1
P-125,CLT-1009,INFRA_GLOBAL_TRUST,Global Infrastructure Core Income Note,Alternatives,Infrastructure,Global,USD,182.0,219.84,279.64,0.051,0.04,0.011,0.004,0.09,S&P 500,0.0,N/A,3
P-126,CLT-1010,OPERATING_CASH,Operational Custody Cash Balance,Cash,Cash Equivalents,Global,USD,1240520.0,99.54,100.0,124.052,123.481,0.571,0.17,29.21,MSCI World,0.0,N/A,1
P-126,CLT-1010,MSFT,Microsoft Corp.,Equity,Technology,United States,USD,951124.0,63.02,77.83,74.026,59.94,14.086,5.515,17.43,MSCI World,0.0,N/A,1
P-126,CLT-1010,ASML_NA,ASML Holding NV,Equity,Technology,Netherlands,EUR,651269.0,77.61,86.7,56.465,50.545,5.92,1.26,13.3,MSCI World,0.0,N/A,1
P-126,CLT-1010,PLD_REIT,Prologis Global Logistics REIT,REIT,Real Estate,United States,USD,156934.0,254.87,231.46,36.324,39.998,-3.674,-0.711,8.55,MSCI World,0.0,N/A,2
P-126,CLT-1010,TCS_IN,Tata Consultancy Services,Equity,Technology,India,INR,178248.0,133.43,179.75,32.04,23.784,8.256,2.302,7.54,MSCI World,0.0,N/A,1
P-126,CLT-1010,GLD_ETF,SPDR Gold Shares Institutional Trust,ETF,Commodities,United States,USD,63676.0,444.64,403.34,25.683,28.313,-2.63,-0.858,6.05,MSCI World,0.0,N/A,1
P-126,CLT-1010,NOVN_SW,Novartis AG,Equity,Healthcare,Switzerland,CHF,324921.0,80.75,69.9,22.712,26.237,-3.525,-0.821,5.35,MSCI World,0.0,N/A,1
P-126,CLT-1010,7203_JP,Toyota Motor Corp.,Equity,Consumer Discretionary,Japan,JPY,99695.0,189.33,219.61,21.894,18.875,3.019,0.677,5.16,MSCI World,0.0,N/A,1
P-126,CLT-1010,EUR_LIQUIDITY_FUND,EUR Institutional Liquidity Master Fund,Money Market,Cash Equivalents,Europe,EUR,196550.0,99.42,100.0,19.655,19.541,0.114,0.029,4.63,MSCI World,0.0,N/A,1
P-126,CLT-1010,AAPL,Apple Inc.,Equity,Technology,United States,USD,26570.0,213.21,188.07,4.997,5.665,-0.668,-0.203,1.18,MSCI World,0.0,N/A,1
P-126,CLT-1010,JPM,JPMorgan Chase & Co.,Equity,Financials,United States,USD,14138.0,257.6,287.25,4.061,3.642,0.419,0.081,0.96,MSCI World,0.0,N/A,1
P-126,CLT-1010,GER_10Y_BUND,Germany Bund 2.60% 2033,Government Bonds,Sovereign Debt,Germany,EUR,28998.0,88.02,94.87,2.751,2.552,0.199,0.023,0.65,MSCI World,4.5,AA+,1
P-127,CLT-1010,RELIANCE_IN,Reliance Industries Ltd.,Equity,Energy,India,INR,268655.0,301.3,331.47,89.051,80.946,8.105,2.837,15.04,Bloomberg Global Aggregate,0.0,N/A,1
P-127,CLT-1010,SHEL_LN,Shell PLC,Equity,Energy,United Kingdom,GBP,197350.0,432.93,372.48,73.509,85.439,-11.93,-4.277,12.41,Bloomberg Global Aggregate,0.0,N/A,1
P-127,CLT-1010,SAP_GY,SAP SE,Equity,Technology,Germany,EUR,904334.0,80.58,66.92,60.518,72.871,-12.353,-4.649,10.22,Bloomberg Global Aggregate,0.0,N/A,1
P-127,CLT-1010,DBS_SP,DBS Group Holdings,Equity,Financials,Singapore,SGD,152908.0,345.62,394.84,60.374,52.848,7.526,2.047,10.2,Bloomberg Global Aggregate,0.0,N/A,1
P-127,CLT-1010,XOM,Exxon Mobil Corp.,Equity,Energy,United States,USD,174712.0,316.73,333.8,58.319,55.337,2.982,0.401,9.85,Bloomberg Global Aggregate,0.0,N/A,1
P-127,CLT-1010,AAPL,Apple Inc.,Equity,Technology,United States,USD,756959.0,58.23,58.34,44.161,44.078,0.083,0.028,7.46,Bloomberg Global Aggregate,0.0,N/A,1
P-127,CLT-1010,CORP_HY_USD,US High Yield Corporate Credit Note,Corporate Bonds,Corporate Credit,United States,USD,440794.0,94.69,100.04,44.097,41.739,2.358,0.886,7.45,Bloomberg Global Aggregate,3.9,AAA,3
P-127,CLT-1010,GER_10Y_BUND,Germany Bund 2.60% 2033,Government Bonds,Sovereign Debt,Germany,EUR,457093.0,93.07,95.16,43.497,42.542,0.955,0.246,7.35,Bloomberg Global Aggregate,5.4,AA,1
P-127,CLT-1010,JPM,JPMorgan Chase & Co.,Equity,Financials,United States,USD,109781.0,368.95,348.32,38.239,40.504,-2.265,-0.756,6.46,Bloomberg Global Aggregate,0.0,N/A,1
P-127,CLT-1010,AMZN,Amazon.com Inc.,Equity,Consumer Discretionary,United States,USD,323849.0,68.58,80.55,26.086,22.21,3.876,1.005,4.41,Bloomberg Global Aggregate,0.0,N/A,1
P-127,CLT-1010,ICICIBANK_IN,ICICI Bank Ltd.,Equity,Financials,India,INR,198808.0,101.67,127.56,25.36,20.213,5.147,1.057,4.28,Bloomberg Global Aggregate,0.0,N/A,1
P-127,CLT-1010,ASML_NA,ASML Holding NV,Equity,Technology,Netherlands,EUR,37453.0,366.74,433.29,16.228,13.736,2.492,0.36,2.74,Bloomberg Global Aggregate,0.0,N/A,1
P-127,CLT-1010,USD_TREAS_MMF,Institutional USD Treasury Money Market Fund,Money Market,Cash Equivalents,United States,USD,126610.0,99.62,100.0,12.661,12.613,0.048,0.008,2.14,Bloomberg Global Aggregate,0.0,N/A,1
P-128,CLT-1010,INFRA_GLOBAL_TRUST,Global Infrastructure Core Income Note,Alternatives,Infrastructure,Global,USD,2518090.0,245.41,322.45,811.958,617.964,193.994,56.82,35.01,S&P 500,0.0,N/A,3
P-128,CLT-1010,HDFCBANK_IN,HDFC Bank Ltd.,Equity,Financials,India,INR,1314341.0,444.17,444.61,584.369,583.791,0.578,0.226,25.2,S&P 500,0.0,N/A,1
P-128,CLT-1010,AMZN,Amazon.com Inc.,Equity,Consumer Discretionary,United States,USD,1799864.0,165.49,176.46,317.604,297.859,19.745,4.752,13.69,S&P 500,0.0,N/A,1
P-128,CLT-1010,TCS_IN,Tata Consultancy Services,Equity,Technology,India,INR,761844.0,238.99,302.55,230.496,182.073,48.423,13.434,9.94,S&P 500,0.0,N/A,1
P-128,CLT-1010,CORP_HY_USD,US High Yield Corporate Credit Note,Corporate Bonds,Corporate Credit,United States,USD,1793674.0,101.62,96.58,173.233,182.273,-9.04,-2.156,7.47,S&P 500,3.7,AA,3
P-128,CLT-1010,CORP_IG_USD,US Investment Grade Corporate Bond Fund,Corporate Bonds,Corporate Credit,United States,USD,1475829.0,108.14,102.81,151.73,159.596,-7.866,-2.826,6.54,S&P 500,7.5,BBB+,2
P-128,CLT-1010,JGB_10Y,Japan Government Bond 10-Yr 0.8%,Government Bonds,Sovereign Debt,Japan,JPY,364069.0,100.34,99.72,36.305,36.531,-0.226,-0.062,1.57,S&P 500,8.0,AAA,1
