Date,Portfolio_ID,Client_ID,Ending_NAV_USD_M,Monthly_Return,Benchmark_Monthly_Return,Net_Cash_Flow_USD_M,Benchmark
2025-03-31,P-116,CLT-1006,660.974,0.05263,0.05273,0.0,MSCI World
2025-04-30,P-116,CLT-1006,673.802,0.01941,0.01317,0.0,MSCI World
2025-05-31,P-116,CLT-1006,693.961,0.02992,0.04235,0.0,MSCI World
2025-06-30,P-116,CLT-1006,715.299,0.03075,0.03406,0.0,MSCI World
2025-07-31,P-116,CLT-1006,744.507,0.04083,0.06201,-44.46,MSCI World
2025-08-31,P-116,CLT-1006,781.285,0.0494,0.05263,0.0,MSCI World
2025-09-30,P-116,CLT-1006,772.834,-0.01082,-0.01083,0.0,MSCI World
2025-10-31,P-116,CLT-1006,802.714,0.03866,0.03466,-35.18,MSCI World
2025-11-30,P-116,CLT-1006,761.296,-0.0516,-0.05573,40.28,MSCI World
2025-12-31,P-116,CLT-1006,775.079,0.01811,0.00574,39.87,MSCI World
2026-01-31,P-116,CLT-1006,794.087,0.02452,0.04243,0.0,MSCI World
2026-02-28,P-116,CLT-1006,791.33,-0.00347,0.01377,-19.83,MSCI World
2021-01-31,P-117,CLT-1006,96.056,0.01775,0.01155,0.0,Bloomberg Global Aggregate
2021-02-28,P-117,CLT-1006,94.377,-0.01748,-0.00084,0.0,Bloomberg Global Aggregate
2021-03-31,P-117,CLT-1006,96.97,0.02748,0.02435,0.0,Bloomberg Global Aggregate
2021-04-30,P-117,CLT-1006,96.257,-0.00735,0.00166,0.0,Bloomberg Global Aggregate
2021-05-31,P-117,CLT-1006,97.213,0.00992,-0.00557,0.0,Bloomberg Global Aggregate
2021-06-30,P-117,CLT-1006,99.5,0.02353,0.0198,0.0,Bloomberg Global Aggregate
2021-07-31,P-117,CLT-1006,97.146,-0.02365,-0.0232,6.96,Bloomberg Global Aggregate
2021-08-31,P-117,CLT-1006,99.574,0.02499,0.01257,0.0,Bloomberg Global Aggregate
2021-09-30,P-117,CLT-1006,97.148,-0.02436,-0.01639,0.0,Bloomberg Global Aggregate
2021-10-31,P-117,CLT-1006,99.175,0.02087,0.02715,0.0,Bloomberg Global Aggregate
2021-11-30,P-117,CLT-1006,98.039,-0.01146,-0.00173,0.0,Bloomberg Global Aggregate
2021-12-31,P-117,CLT-1006,97.989,-0.0005,0.0057,0.0,Bloomberg Global Aggregate
2022-01-31,P-117,CLT-1006,97.788,-0.00205,-0.00409,0.0,Bloomberg Global Aggregate
2022-02-28,P-117,CLT-1006,93.667,-0.04215,-0.04804,0.0,Bloomberg Global Aggregate
2022-03-31,P-117,CLT-1006,92.356,-0.01399,-0.02404,0.0,Bloomberg Global Aggregate
2022-04-30,P-117,CLT-1006,91.71,-0.00699,0.00775,0.0,Bloomberg Global Aggregate
2022-05-31,P-117,CLT-1006,92.115,0.00442,0.00445,0.0,Bloomberg Global Aggregate
2022-06-30,P-117,CLT-1006,90.744,-0.01489,-0.00652,0.0,Bloomberg Global Aggregate
2022-07-31,P-117,CLT-1006,87.342,-0.03749,-0.03715,0.0,Bloomberg Global Aggregate
2022-08-31,P-117,CLT-1006,89.213,0.02142,-0.00085,0.0,Bloomberg Global Aggregate
2022-09-30,P-117,CLT-1006,89.717,0.00565,0.00155,0.0,Bloomberg Global Aggregate
2022-10-31,P-117,CLT-1006,89.586,-0.00145,-0.01095,0.0,Bloomberg Global Aggregate
2022-11-30,P-117,CLT-1006,92.279,0.03006,0.01112,0.0,Bloomberg Global Aggregate
2022-12-31,P-117,CLT-1006,91.068,-0.01313,-0.02466,0.0,Bloomberg Global Aggregate
2023-01-31,P-117,CLT-1006,90.258,-0.00889,-0.0064,0.0,Bloomberg Global Aggregate
2023-02-28,P-117,CLT-1006,85.446,-0.05331,-0.04345,0.0,Bloomberg Global Aggregate
2023-03-31,P-117,CLT-1006,87.297,0.02165,0.02043,0.0,Bloomberg Global Aggregate
2023-04-30,P-117,CLT-1006,87.777,0.0055,0.00906,0.0,Bloomberg Global Aggregate
2023-05-31,P-117,CLT-1006,84.225,-0.04046,-0.02839,0.0,Bloomberg Global Aggregate
2023-06-30,P-117,CLT-1006,82.019,-0.02619,-0.02983,0.0,Bloomberg Global Aggregate
2023-07-31,P-117,CLT-1006,81.253,-0.00935,-0.01321,-3.3,Bloomberg Global Aggregate
2023-08-31,P-117,CLT-1006,84.121,0.0353,0.01806,0.0,Bloomberg Global Aggregate
2023-09-30,P-117,CLT-1006,83.768,-0.00419,-0.00247,6.43,Bloomberg Global Aggregate
2023-10-31,P-117,CLT-1006,83.102,-0.00795,-0.01193,0.0,Bloomberg Global Aggregate
2023-11-30,P-117,CLT-1006,81.429,-0.02014,-0.01571,5.53,Bloomberg Global Aggregate
2023-12-31,P-117,CLT-1006,80.835,-0.00729,-0.01655,0.0,Bloomberg Global Aggregate
2024-01-31,P-117,CLT-1006,78.19,-0.03273,-0.03312,0.0,Bloomberg Global Aggregate
2024-02-29,P-117,CLT-1006,75.967,-0.02843,-0.01949,0.0,Bloomberg Global Aggregate
2024-03-31,P-117,CLT-1006,74.786,-0.01555,-0.01692,0.0,Bloomberg Global Aggregate
2024-04-30,P-117,CLT-1006,76.352,0.02095,0.01598,0.0,Bloomberg Global Aggregate
2024-05-31,P-117,CLT-1006,76.644,0.00382,6e-05,0.0,Bloomberg Global Aggregate
2024-06-30,P-117,CLT-1006,76.528,-0.00152,-0.01232,0.0,Bloomberg Global Aggregate
2024-07-31,P-117,CLT-1006,79.215,0.03512,0.04651,0.0,Bloomberg Global Aggregate
2024-08-31,P-117,CLT-1006,78.004,-0.01529,-0.00929,0.0,Bloomberg Global Aggregate
2024-09-30,P-117,CLT-1006,80.52,0.03225,0.02507,0.0,Bloomberg Global Aggregate
2024-10-31,P-117,CLT-1006,82.825,0.02863,0.03358,0.0,Bloomberg Global Aggregate
2024-11-30,P-117,CLT-1006,80.948,-0.02266,-0.02629,-4.13,Bloomberg Global Aggregate
2024-12-31,P-117,CLT-1006,79.695,-0.01548,0.00455,0.0,Bloomberg Global Aggregate
2025-01-31,P-117,CLT-1006,81.219,0.01912,-0.00654,0.0,Bloomberg Global Aggregate
2025-02-28,P-117,CLT-1006,80.49,-0.00898,-0.00807,0.0,Bloomberg Global Aggregate
2025-03-31,P-117,CLT-1006,82.559,0.02571,0.01359,0.0,Bloomberg Global Aggregate
2025-04-30,P-117,CLT-1006,81.731,-0.01002,-0.00852,0.0,Bloomberg Global Aggregate
2025-05-31,P-117,CLT-1006,81.653,-0.00095,-0.00614,0.0,Bloomberg Global Aggregate
2025-06-30,P-117,CLT-1006,82.86,0.01478,1e-05,0.0,Bloomberg Global Aggregate
2025-07-31,P-117,CLT-1006,83.526,0.00803,-0.00384,0.0,Bloomberg Global Aggregate
2025-08-31,P-117,CLT-1006,81.924,-0.01918,-0.01885,-3.06,Bloomberg Global Aggregate
2025-09-30,P-117,CLT-1006,83.431,0.01839,0.0181,0.0,Bloomberg Global Aggregate
2025-10-31,P-117,CLT-1006,86.206,0.03327,0.02284,0.0,Bloomberg Global Aggregate
2025-11-30,P-117,CLT-1006,88.954,0.03187,0.00961,0.0,Bloomberg Global Aggregate
2025-12-31,P-117,CLT-1006,88.892,-0.00069,-0.0039,0.0,Bloomberg Global Aggregate
2026-01-31,P-117,CLT-1006,89.679,0.00884,-0.01007,0.0,Bloomberg Global Aggregate
2026-02-28,P-117,CLT-1006,88.72,-0.01069,-0.01004,-6.94,Bloomberg Global Aggregate
2021-01-31,P-118,CLT-1006,1935.188,-0.04932,-0.06004,0.0,MSCI World
2021-02-28,P-118,CLT-1006,2020.707,0.04419,0.03127,0.0,MSCI World
2021-03-31,P-118,CLT-1006,2188.007,0.08279,0.09212,0.0,MSCI World
2021-04-30,P-118,CLT-1006,2240.337,0.02392,0.0382,-65.06,MSCI World
2021-05-31,P-118,CLT-1006,2245.055,0.00211,-0.01147,0.0,MSCI World
2021-06-30,P-118,CLT-1006,2287.957,0.01911,0.03022,0.0,MSCI World
2021-07-31,P-118,CLT-1006,2424.191,0.05954,0.076,0.0,MSCI World
2021-08-31,P-118,CLT-1006,2570.968,0.06055,0.0739,0.0,MSCI World
2021-09-30,P-118,CLT-1006,2455.218,-0.04502,-0.03385,0.0,MSCI World
2021-10-31,P-118,CLT-1006,2550.607,0.03885,0.02953,0.0,MSCI World
2021-11-30,P-118,CLT-1006,2565.515,0.00584,0.00155,0.0,MSCI World
2021-12-31,P-118,CLT-1006,2691.684,0.04918,0.04193,0.0,MSCI World
2022-01-31,P-118,CLT-1006,2724.363,0.01214,0.00922,0.0,MSCI World
2022-02-28,P-118,CLT-1006,2402.737,-0.11806,-0.10602,0.0,MSCI World
2022-03-31,P-118,CLT-1006,2368.08,-0.01442,-0.0214,57.5,MSCI World
2022-04-30,P-118,CLT-1006,2405.023,0.0156,0.00148,0.0,MSCI World
2022-05-31,P-118,CLT-1006,2256.984,-0.06155,-0.06687,0.0,MSCI World
2022-06-30,P-118,CLT-1006,2303.975,0.02082,0.01749,0.0,MSCI World
2022-07-31,P-118,CLT-1006,2107.662,-0.08521,-0.07063,0.0,MSCI World
2022-08-31,P-118,CLT-1006,2022.464,-0.04042,-0.04025,0.0,MSCI World
2022-09-30,P-118,CLT-1006,2091.121,0.03395,0.04931,0.0,MSCI World
2022-10-31,P-118,CLT-1006,1991.861,-0.04747,-0.04383,0.0,MSCI World
2022-11-30,P-118,CLT-1006,1971.453,-0.01025,0.01719,0.0,MSCI World
2022-12-31,P-118,CLT-1006,1759.407,-0.10756,-0.08023,0.0,MSCI World
2023-01-31,P-118,CLT-1006,1916.321,0.08919,0.09529,0.0,MSCI World
2023-02-28,P-118,CLT-1006,1885.769,-0.01594,-0.00458,0.0,MSCI World
2023-03-31,P-118,CLT-1006,1905.459,0.01044,0.01216,122.18,MSCI World
2023-04-30,P-118,CLT-1006,1925.256,0.01039,0.01566,-93.12,MSCI World
2023-05-31,P-118,CLT-1006,1984.468,0.03076,0.0336,0.0,MSCI World
2023-06-30,P-118,CLT-1006,1885.741,-0.04975,-0.05542,0.0,MSCI World
2023-07-31,P-118,CLT-1006,1881.659,-0.00216,0.00794,0.0,MSCI World
2023-08-31,P-118,CLT-1006,1832.875,-0.02593,-0.01941,0.0,MSCI World
2023-09-30,P-118,CLT-1006,1751.46,-0.04442,-0.06255,-61.65,MSCI World
2023-10-31,P-118,CLT-1006,1832.454,0.04624,0.04949,0.0,MSCI World
2023-11-30,P-118,CLT-1006,1809.548,-0.0125,-0.00657,0.0,MSCI World
2023-12-31,P-118,CLT-1006,1838.945,0.01625,0.01832,0.0,MSCI World
2024-01-31,P-118,CLT-1006,1857.393,0.01003,0.01569,0.0,MSCI World
2024-02-29,P-118,CLT-1006,1821.018,-0.01958,-0.00585,0.0,MSCI World
2024-03-31,P-118,CLT-1006,1953.689,0.07286,0.09084,77.11,MSCI World
2024-04-30,P-118,CLT-1006,1937.397,-0.00834,0.00619,0.0,MSCI World
2024-05-31,P-118,CLT-1006,1845.407,-0.04748,-0.05705,0.0,MSCI World
2024-06-30,P-118,CLT-1006,1806.37,-0.02115,-0.00859,-37.1,MSCI World
2024-07-31,P-118,CLT-1006,1848.849,0.02352,0.02908,113.34,MSCI World
2024-08-31,P-118,CLT-1006,1918.162,0.03749,0.03046,0.0,MSCI World
2024-09-30,P-118,CLT-1006,1832.321,-0.04475,-0.03737,0.0,MSCI World
2024-10-31,P-118,CLT-1006,1929.637,0.05311,0.04707,0.0,MSCI World
2024-11-30,P-118,CLT-1006,1752.89,-0.0916,-0.06562,0.0,MSCI World
2024-12-31,P-118,CLT-1006,1841.971,0.05082,0.05606,0.0,MSCI World
2025-01-31,P-118,CLT-1006,1751.375,-0.04918,-0.04706,0.0,MSCI World
2025-02-28,P-118,CLT-1006,1743.932,-0.00425,-0.0013,0.0,MSCI World
2025-03-31,P-118,CLT-1006,1787.711,0.0251,0.05273,0.0,MSCI World
2025-04-30,P-118,CLT-1006,1837.051,0.0276,0.01317,107.79,MSCI World
2025-05-31,P-118,CLT-1006,1885.698,0.02648,0.04235,0.0,MSCI World
2025-06-30,P-118,CLT-1006,1953.033,0.03571,0.03406,0.0,MSCI World
2025-07-31,P-118,CLT-1006,2067.944,0.05884,0.06201,0.0,MSCI World
2025-08-31,P-118,CLT-1006,2200.539,0.06412,0.05263,0.0,MSCI World
2025-09-30,P-118,CLT-1006,2240.355,0.01809,-0.01083,0.0,MSCI World
2025-10-31,P-118,CLT-1006,2268.079,0.01237,0.03466,0.0,MSCI World
2025-11-30,P-118,CLT-1006,2112.55,-0.06857,-0.05573,0.0,MSCI World
2025-12-31,P-118,CLT-1006,2123.619,0.00524,0.00574,0.0,MSCI World
2026-01-31,P-118,CLT-1006,2172.176,0.02287,0.04243,0.0,MSCI World
2026-02-28,P-118,CLT-1006,2219.96,0.022,0.01377,0.0,MSCI World
2021-01-31,P-119,CLT-1007,960.342,0.01967,0.01155,0.0,Bloomberg Global Aggregate
2021-02-28,P-119,CLT-1007,965.005,0.00486,-0.00084,0.0,Bloomberg Global Aggregate
2021-03-31,P-119,CLT-1007,991.323,0.02727,0.02435,0.0,Bloomberg Global Aggregate
2021-04-30,P-119,CLT-1007,1005.501,0.0143,0.00166,0.0,Bloomberg Global Aggregate
2021-05-31,P-119,CLT-1007,990.826,-0.01459,-0.00557,0.0,Bloomberg Global Aggregate
2021-06-30,P-119,CLT-1007,1011.882,0.02125,0.0198,0.0,Bloomberg Global Aggregate
2021-07-31,P-119,CLT-1007,982.892,-0.02865,-0.0232,0.0,Bloomberg Global Aggregate
2021-08-31,P-119,CLT-1007,1003.626,0.02109,0.01257,0.0,Bloomberg Global Aggregate
2021-09-30,P-119,CLT-1007,972.275,-0.03124,-0.01639,0.0,Bloomberg Global Aggregate
2021-10-31,P-119,CLT-1007,999.298,0.02779,0.02715,0.0,Bloomberg Global Aggregate
2021-11-30,P-119,CLT-1007,1001.332,0.00204,-0.00173,0.0,Bloomberg Global Aggregate
2021-12-31,P-119,CLT-1007,999.788,-0.00154,0.0057,0.0,Bloomberg Global Aggregate
2022-01-31,P-119,CLT-1007,991.214,-0.00858,-0.00409,0.0,Bloomberg Global Aggregate
2022-02-28,P-119,CLT-1007,944.608,-0.04702,-0.04804,0.0,Bloomberg Global Aggregate
2022-03-31,P-119,CLT-1007,930.481,-0.01495,-0.02404,-43.7,Bloomberg Global Aggregate
2022-04-30,P-119,CLT-1007,930.271,-0.00023,0.00775,0.0,Bloomberg Global Aggregate
2022-05-31,P-119,CLT-1007,928.384,-0.00203,0.00445,0.0,Bloomberg Global Aggregate
2022-06-30,P-119,CLT-1007,932.123,0.00403,-0.00652,0.0,Bloomberg Global Aggregate
2022-07-31,P-119,CLT-1007,896.136,-0.03861,-0.03715,0.0,Bloomberg Global Aggregate
2022-08-31,P-119,CLT-1007,890.195,-0.00663,-0.00085,0.0,Bloomberg Global Aggregate
2022-09-30,P-119,CLT-1007,897.936,0.0087,0.00155,0.0,Bloomberg Global Aggregate
2022-10-31,P-119,CLT-1007,885.139,-0.01425,-0.01095,0.0,Bloomberg Global Aggregate
2022-11-30,P-119,CLT-1007,903.572,0.02082,0.01112,0.0,Bloomberg Global Aggregate
2022-12-31,P-119,CLT-1007,876.95,-0.02946,-0.02466,0.0,Bloomberg Global Aggregate
2023-01-31,P-119,CLT-1007,870.917,-0.00688,-0.0064,0.0,Bloomberg Global Aggregate
2023-02-28,P-119,CLT-1007,840.909,-0.03446,-0.04345,0.0,Bloomberg Global Aggregate
2023-03-31,P-119,CLT-1007,857.201,0.01937,0.02043,26.91,Bloomberg Global Aggregate
2023-04-30,P-119,CLT-1007,871.288,0.01643,0.00906,0.0,Bloomberg Global Aggregate
2023-05-31,P-119,CLT-1007,846.837,-0.02806,-0.02839,0.0,Bloomberg Global Aggregate
2023-06-30,P-119,CLT-1007,836.73,-0.01194,-0.02983,0.0,Bloomberg Global Aggregate
2023-07-31,P-119,CLT-1007,837.688,0.00115,-0.01321,0.0,Bloomberg Global Aggregate
2023-08-31,P-119,CLT-1007,844.013,0.00755,0.01806,0.0,Bloomberg Global Aggregate
2023-09-30,P-119,CLT-1007,846.463,0.0029,-0.00247,0.0,Bloomberg Global Aggregate
2023-10-31,P-119,CLT-1007,831.184,-0.01805,-0.01193,-18.81,Bloomberg Global Aggregate
2023-11-30,P-119,CLT-1007,820.23,-0.01318,-0.01571,0.0,Bloomberg Global Aggregate
2023-12-31,P-119,CLT-1007,807.864,-0.01508,-0.01655,0.0,Bloomberg Global Aggregate
2024-01-31,P-119,CLT-1007,774.512,-0.04128,-0.03312,-38.05,Bloomberg Global Aggregate
2024-02-29,P-119,CLT-1007,767.143,-0.00952,-0.01949,45.63,Bloomberg Global Aggregate
2024-03-31,P-119,CLT-1007,756.182,-0.01429,-0.01692,0.0,Bloomberg Global Aggregate
2024-04-30,P-119,CLT-1007,767.088,0.01442,0.01598,0.0,Bloomberg Global Aggregate
2024-05-31,P-119,CLT-1007,764.93,-0.00281,6e-05,0.0,Bloomberg Global Aggregate
2024-06-30,P-119,CLT-1007,757.101,-0.01024,-0.01232,0.0,Bloomberg Global Aggregate
2024-07-31,P-119,CLT-1007,795.635,0.0509,0.04651,0.0,Bloomberg Global Aggregate
2024-08-31,P-119,CLT-1007,788.098,-0.00947,-0.00929,-46.77,Bloomberg Global Aggregate
2024-09-30,P-119,CLT-1007,789.396,0.00165,0.02507,0.0,Bloomberg Global Aggregate
2024-10-31,P-119,CLT-1007,816.725,0.03462,0.03358,0.0,Bloomberg Global Aggregate
2024-11-30,P-119,CLT-1007,785.875,-0.03777,-0.02629,0.0,Bloomberg Global Aggregate
2024-12-31,P-119,CLT-1007,788.741,0.00365,0.00455,0.0,Bloomberg Global Aggregate
2025-01-31,P-119,CLT-1007,774.774,-0.01771,-0.00654,0.0,Bloomberg Global Aggregate
2025-02-28,P-119,CLT-1007,759.792,-0.01934,-0.00807,0.0,Bloomberg Global Aggregate
2025-03-31,P-119,CLT-1007,778.845,0.02508,0.01359,0.0,Bloomberg Global Aggregate
2025-04-30,P-119,CLT-1007,770.763,-0.01038,-0.00852,0.0,Bloomberg Global Aggregate
2025-05-31,P-119,CLT-1007,764.092,-0.00865,-0.00614,0.0,Bloomberg Global Aggregate
2025-06-30,P-119,CLT-1007,767.946,0.00504,1e-05,39.73,Bloomberg Global Aggregate
2025-07-31,P-119,CLT-1007,763.238,-0.00613,-0.00384,0.0,Bloomberg Global Aggregate
2025-08-31,P-119,CLT-1007,763.307,9e-05,-0.01885,0.0,Bloomberg Global Aggregate
2025-09-30,P-119,CLT-1007,776.014,0.01665,0.0181,-60.25,Bloomberg Global Aggregate
2025-10-31,P-119,CLT-1007,796.861,0.02686,0.02284,-41.36,Bloomberg Global Aggregate
2025-11-30,P-119,CLT-1007,811.871,0.01884,0.00961,0.0,Bloomberg Global Aggregate
2025-12-31,P-119,CLT-1007,820.591,0.01074,-0.0039,0.0,Bloomberg Global Aggregate
2026-01-31,P-119,CLT-1007,807.836,-0.01554,-0.01007,0.0,Bloomberg Global Aggregate
2026-02-28,P-119,CLT-1007,797.55,-0.01273,-0.01004,0.0,Bloomberg Global Aggregate
2021-01-31,P-120,CLT-1007,5698.227,0.02951,0.01155,0.0,Bloomberg Global Aggregate
2021-02-28,P-120,CLT-1007,5762.75,0.01132,-0.00084,348.47,Bloomberg Global Aggregate
2021-03-31,P-120,CLT-1007,5992.239,0.03982,0.02435,0.0,Bloomberg Global Aggregate
2021-04-30,P-120,CLT-1007,5911.939,-0.0134,0.00166,0.0,Bloomberg Global Aggregate
2021-05-31,P-120,CLT-1007,6005.407,0.01581,-0.00557,-318.27,Bloomberg Global Aggregate
2021-06-30,P-120,CLT-1007,6079.448,0.01233,0.0198,0.0,Bloomberg Global Aggregate
2021-07-31,P-120,CLT-1007,5965.409,-0.01876,-0.0232,0.0,Bloomberg Global Aggregate
2021-08-31,P-120,CLT-1007,6041.502,0.01276,0.01257,0.0,Bloomberg Global Aggregate
2021-09-30,P-120,CLT-1007,5888.477,-0.02533,-0.01639,0.0,Bloomberg Global Aggregate
2021-10-31,P-120,CLT-1007,5956.428,0.01154,0.02715,0.0,Bloomberg Global Aggregate
2021-11-30,P-120,CLT-1007,5828.508,-0.02148,-0.00173,0.0,Bloomberg Global Aggregate
2021-12-31,P-120,CLT-1007,5882.28,0.00923,0.0057,0.0,Bloomberg Global Aggregate
2022-01-31,P-120,CLT-1007,5758.124,-0.02111,-0.00409,0.0,Bloomberg Global Aggregate
2022-02-28,P-120,CLT-1007,5411.681,-0.06017,-0.04804,0.0,Bloomberg Global Aggregate
2022-03-31,P-120,CLT-1007,5277.877,-0.02473,-0.02404,0.0,Bloomberg Global Aggregate
2022-04-30,P-120,CLT-1007,5155.552,-0.02318,0.00775,0.0,Bloomberg Global Aggregate
2022-05-31,P-120,CLT-1007,5239.174,0.01622,0.00445,0.0,Bloomberg Global Aggregate
2022-06-30,P-120,CLT-1007,5057.964,-0.03459,-0.00652,0.0,Bloomberg Global Aggregate
2022-07-31,P-120,CLT-1007,4875.464,-0.03608,-0.03715,0.0,Bloomberg Global Aggregate
2022-08-31,P-120,CLT-1007,4882.193,0.00138,-0.00085,0.0,Bloomberg Global Aggregate
2022-09-30,P-120,CLT-1007,4932.546,0.01031,0.00155,0.0,Bloomberg Global Aggregate
2022-10-31,P-120,CLT-1007,4886.02,-0.00943,-0.01095,0.0,Bloomberg Global Aggregate
2022-11-30,P-120,CLT-1007,5073.472,0.03837,0.01112,0.0,Bloomberg Global Aggregate
2022-12-31,P-120,CLT-1007,4972.431,-0.01992,-0.02466,0.0,Bloomberg Global Aggregate
2023-01-31,P-120,CLT-1007,5016.192,0.0088,-0.0064,0.0,Bloomberg Global Aggregate
2023-02-28,P-120,CLT-1007,4763.114,-0.05045,-0.04345,0.0,Bloomberg Global Aggregate
2023-03-31,P-120,CLT-1007,4877.305,0.02397,0.02043,-385.2,Bloomberg Global Aggregate
2023-04-30,P-120,CLT-1007,5025.709,0.03043,0.00906,0.0,Bloomberg Global Aggregate
2023-05-31,P-120,CLT-1007,4878.351,-0.02932,-0.02839,0.0,Bloomberg Global Aggregate
2023-06-30,P-120,CLT-1007,4754.487,-0.02539,-0.02983,0.0,Bloomberg Global Aggregate
2023-07-31,P-120,CLT-1007,4759.645,0.00108,-0.01321,0.0,Bloomberg Global Aggregate
2023-08-31,P-120,CLT-1007,4811.174,0.01083,0.01806,0.0,Bloomberg Global Aggregate
2023-09-30,P-120,CLT-1007,4679.194,-0.02743,-0.00247,0.0,Bloomberg Global Aggregate
2023-10-31,P-120,CLT-1007,4647.832,-0.0067,-0.01193,0.0,Bloomberg Global Aggregate
2023-11-30,P-120,CLT-1007,4641.687,-0.00132,-0.01571,348.81,Bloomberg Global Aggregate
2023-12-31,P-120,CLT-1007,4495.96,-0.0314,-0.01655,0.0,Bloomberg Global Aggregate
2024-01-31,P-120,CLT-1007,4393.879,-0.0227,-0.03312,0.0,Bloomberg Global Aggregate
2024-02-29,P-120,CLT-1007,4354.366,-0.00899,-0.01949,0.0,Bloomberg Global Aggregate
2024-03-31,P-120,CLT-1007,4165.898,-0.04328,-0.01692,172.22,Bloomberg Global Aggregate
2024-04-30,P-120,CLT-1007,4192.221,0.00632,0.01598,0.0,Bloomberg Global Aggregate
2024-05-31,P-120,CLT-1007,4180.28,-0.00285,6e-05,0.0,Bloomberg Global Aggregate
2024-06-30,P-120,CLT-1007,4127.906,-0.01253,-0.01232,0.0,Bloomberg Global Aggregate
2024-07-31,P-120,CLT-1007,4289.976,0.03926,0.04651,0.0,Bloomberg Global Aggregate
2024-08-31,P-120,CLT-1007,4216.157,-0.01721,-0.00929,0.0,Bloomberg Global Aggregate
2024-09-30,P-120,CLT-1007,4418.472,0.04799,0.02507,239.23,Bloomberg Global Aggregate
2024-10-31,P-120,CLT-1007,4569.94,0.03428,0.03358,0.0,Bloomberg Global Aggregate
2024-11-30,P-120,CLT-1007,4419.429,-0.03293,-0.02629,298.64,Bloomberg Global Aggregate
2024-12-31,P-120,CLT-1007,4446.297,0.00608,0.00455,0.0,Bloomberg Global Aggregate
2025-01-31,P-120,CLT-1007,4456.099,0.0022,-0.00654,0.0,Bloomberg Global Aggregate
2025-02-28,P-120,CLT-1007,4432.093,-0.00539,-0.00807,0.0,Bloomberg Global Aggregate
2025-03-31,P-120,CLT-1007,4489.963,0.01306,0.01359,0.0,Bloomberg Global Aggregate
2025-04-30,P-120,CLT-1007,4424.404,-0.0146,-0.00852,0.0,Bloomberg Global Aggregate
2025-05-31,P-120,CLT-1007,4369.667,-0.01237,-0.00614,0.0,Bloomberg Global Aggregate
2025-06-30,P-120,CLT-1007,4346.0,-0.00542,1e-05,0.0,Bloomberg Global Aggregate
2025-07-31,P-120,CLT-1007,4356.569,0.00243,-0.00384,0.0,Bloomberg Global Aggregate
2025-08-31,P-120,CLT-1007,4229.21,-0.02923,-0.01885,0.0,Bloomberg Global Aggregate
2025-09-30,P-120,CLT-1007,4335.164,0.02505,0.0181,-326.49,Bloomberg Global Aggregate
2025-10-31,P-120,CLT-1007,4519.546,0.04253,0.02284,0.0,Bloomberg Global Aggregate
2025-11-30,P-120,CLT-1007,4590.604,0.01572,0.00961,0.0,Bloomberg Global Aggregate
2025-12-31,P-120,CLT-1007,4560.873,-0.00648,-0.0039,0.0,Bloomberg Global Aggregate
2026-01-31,P-120,CLT-1007,4450.306,-0.02424,-0.01007,0.0,Bloomberg Global Aggregate
2026-02-28,P-120,CLT-1007,4502.45,0.01172,-0.01004,0.0,Bloomberg Global Aggregate
2021-01-31,P-121,CLT-1008,346.174,-0.07355,-0.06004,0.0,MSCI World
2021-02-28,P-121,CLT-1008,361.041,0.04295,0.03127,0.0,MSCI World
2021-03-31,P-121,CLT-1008,397.57,0.10118,0.09212,0.0,MSCI World
2021-04-30,P-121,CLT-1008,412.018,0.03634,0.0382,0.0,MSCI World
2021-05-31,P-121,CLT-1008,406.39,-0.01366,-0.01147,-15.91,MSCI World
2021-06-30,P-121,CLT-1008,409.809,0.00841,0.03022,0.0,MSCI World
2021-07-31,P-121,CLT-1008,443.089,0.08121,0.076,0.0,MSCI World
2021-08-31,P-121,CLT-1008,479.747,0.08273,0.0739,0.0,MSCI World
2021-09-30,P-121,CLT-1008,457.513,-0.04634,-0.03385,0.0,MSCI World
2021-10-31,P-121,CLT-1008,470.633,0.02868,0.02953,0.0,MSCI World
2021-11-30,P-121,CLT-1008,472.098,0.00311,0.00155,0.0,MSCI World
2021-12-31,P-121,CLT-1008,495.852,0.05032,0.04193,0.0,MSCI World
2022-01-31,P-121,CLT-1008,500.991,0.01036,0.00922,0.0,MSCI World
2022-02-28,P-121,CLT-1008,438.255,-0.12522,-0.10602,0.0,MSCI World
2022-03-31,P-121,CLT-1008,426.457,-0.02692,-0.0214,15.94,MSCI World
2022-04-30,P-121,CLT-1008,428.749,0.00537,0.00148,0.0,MSCI World
2022-05-31,P-121,CLT-1008,405.047,-0.05528,-0.06687,0.0,MSCI World
2022-06-30,P-121,CLT-1008,409.452,0.01087,0.01749,-21.66,MSCI World
2022-07-31,P-121,CLT-1008,392.157,-0.04224,-0.07063,0.0,MSCI World
2022-08-31,P-121,CLT-1008,367.53,-0.0628,-0.04025,0.0,MSCI World
2022-09-30,P-121,CLT-1008,383.47,0.04337,0.04931,0.0,MSCI World
2022-10-31,P-121,CLT-1008,366.686,-0.04377,-0.04383,0.0,MSCI World
2022-11-30,P-121,CLT-1008,372.472,0.01578,0.01719,0.0,MSCI World
2022-12-31,P-121,CLT-1008,337.268,-0.09451,-0.08023,0.0,MSCI World
2023-01-31,P-121,CLT-1008,371.658,0.10197,0.09529,0.0,MSCI World
